time,open,high,low,close,volume
2025-01-29 20:49:00+00:00,21641.73,21642.23,21640.63,21641.13,0
2025-01-29 20:50:00+00:00,21641.63,21641.73,21633.13,21633.13,0
2025-01-29 20:51:00+00:00,21633.13,21637.23,21633.13,21635.83,0
2025-01-29 20:52:00+00:00,21636.33,21638.33,21635.63,21636.13,0
2025-01-29 20:53:00+00:00,21636.23,21636.73,21634.73,21635.73,0
2025-01-29 20:54:00+00:00,21636.23,21637.33,21634.83,21636.23,0
2025-01-29 20:55:00+00:00,21635.23,21639.33,21635.23,21638.73,0
2025-01-29 20:56:00+00:00,21639.23,21640.23,21637.73,21639.13,0
2025-01-29 20:57:00+00:00,21638.63,21638.63,21636.33,21637.33,0
2025-01-29 20:58:00+00:00,21637.33,21638.53,21636.33,21636.53,0
2025-01-29 20:59:00+00:00,21636.03,21637.33,21632.33,21636.33,0
2025-01-29 21:00:00+00:00,21636.83,21640.13,21620.63,21621.63,0
2025-01-29 21:01:00+00:00,21621.13,21629.63,21620.13,21626.63,0
2025-01-29 21:02:00+00:00,21625.63,21629.63,21620.63,21623.13,0
2025-01-29 21:03:00+00:00,21620.13,21626.13,21617.13,21618.13,0
2025-01-29 21:04:00+00:00,21618.13,21618.63,21613.13,21615.13,0
2025-01-29 21:05:00+00:00,21614.63,21623.13,21611.13,21619.63,0
2025-01-29 21:06:00+00:00,21620.63,21626.63,21619.13,21623.13,0
2025-01-29 21:07:00+00:00,21622.13,21629.63,21620.63,21629.63,0
2025-01-29 21:08:00+00:00,21630.63,21630.63,21620.63,21622.13,0
2025-01-29 21:09:00+00:00,21621.13,21624.63,21617.63,21623.63,0
2025-01-29 21:10:00+00:00,21623.13,21624.13,21615.63,21618.13,0
2025-01-29 21:11:00+00:00,21618.63,21618.63,21603.63,21603.63,0
2025-01-29 21:12:00+00:00,21602.63,21607.63,21600.13,21601.63,0
2025-01-29 21:13:00+00:00,21601.63,21610.13,21601.63,21609.13,0
2025-01-29 21:14:00+00:00,21608.63,21611.63,21606.13,21606.63,0
2025-01-29 21:15:00+00:00,21606.63,21610.63,21605.63,21610.63,0
2025-01-29 21:16:00+00:00,21610.13,21611.63,21602.13,21606.63,0
2025-01-29 21:17:00+00:00,21606.13,21606.63,21599.63,21600.13,0
2025-01-29 21:18:00+00:00,21599.13,21602.13,21596.63,21597.13,0
2025-01-29 21:19:00+00:00,21597.63,21603.13,21595.63,21602.63,0
2025-01-29 21:20:00+00:00,21604.13,21607.63,21602.63,21604.13,0
2025-01-29 21:21:00+00:00,21603.63,21608.63,21601.63,21605.63,0
2025-01-29 21:22:00+00:00,21606.13,21606.63,21603.13,21603.13,0
2025-01-29 21:23:00+00:00,21602.13,21611.13,21602.13,21606.63,0
2025-01-29 21:24:00+00:00,21605.63,21607.63,21604.13,21606.13,0
2025-01-29 21:25:00+00:00,21607.13,21607.63,21600.63,21601.13,0
2025-01-29 21:26:00+00:00,21601.63,21601.63,21596.63,21599.63,0
2025-01-29 21:27:00+00:00,21599.13,21603.63,21598.63,21602.83,0
2025-01-29 21:28:00+00:00,21603.33,21603.33,21597.33,21602.33,0
2025-01-29 21:29:00+00:00,21601.33,21601.33,21597.33,21598.33,0
2025-01-29 21:30:00+00:00,21596.33,21604.33,21594.83,21602.83,0
2025-01-29 21:31:00+00:00,21601.83,21617.33,21601.33,21617.33,0
2025-01-29 21:32:00+00:00,21619.33,21626.83,21615.83,21626.33,0
2025-01-29 21:33:00+00:00,21627.33,21632.33,21617.33,21620.83,0
2025-01-29 21:34:00+00:00,21621.33,21624.33,21619.33,21620.83,0
2025-01-29 21:35:00+00:00,21620.33,21623.83,21605.83,21606.83,0
2025-01-29 21:36:00+00:00,21607.33,21607.33,21596.33,21601.33,0
2025-01-29 21:37:00+00:00,21600.33,21616.33,21600.33,21616.33,0
2025-01-29 21:38:00+00:00,21616.83,21634.33,21616.83,21624.83,0
2025-01-29 21:39:00+00:00,21625.33,21631.33,21615.83,21624.83,0
2025-01-29 21:40:00+00:00,21625.33,21646.33,21621.83,21644.33,0
2025-01-29 21:41:00+00:00,21645.33,21650.33,21635.33,21645.33,0
2025-01-29 21:42:00+00:00,21646.83,21647.83,21638.83,21639.33,0
2025-01-29 21:43:00+00:00,21638.33,21642.33,21627.33,21637.83,0
2025-01-29 21:44:00+00:00,21637.83,21639.83,21626.33,21635.83,0
2025-01-29 21:45:00+00:00,21635.33,21636.83,21623.83,21629.83,0
2025-01-29 21:46:00+00:00,21630.83,21638.33,21627.83,21637.83,0
2025-01-29 21:47:00+00:00,21638.33,21645.33,21635.83,21643.33,0
2025-01-29 21:48:00+00:00,21642.83,21643.33,21633.33,21636.83,0
2025-01-29 21:49:00+00:00,21636.33,21636.33,21627.33,21632.33,0
2025-01-29 21:50:00+00:00,21632.83,21636.33,21624.33,21633.83,0
2025-01-29 21:51:00+00:00,21634.33,21643.33,21632.33,21642.33,0
2025-01-29 21:52:00+00:00,21642.83,21646.33,21640.33,21644.83,0
2025-01-29 21:53:00+00:00,21645.33,21646.33,21639.33,21640.83,0
2025-01-29 21:54:00+00:00,21641.33,21642.83,21637.33,21638.83,0
2025-01-29 21:55:00+00:00,21638.83,21642.83,21631.33,21634.33,0
2025-01-29 21:56:00+00:00,21633.83,21634.33,21621.83,21622.33,0
2025-01-29 21:57:00+00:00,21621.83,21642.33,21621.33,21638.33,0
2025-01-29 21:58:00+00:00,21639.33,21642.33,21635.33,21635.33,0
2025-01-29 21:59:00+00:00,21634.33,21636.33,21630.33,21632.33,0
2025-01-29 22:00:00+00:00,21631.83,21634.33,21627.33,21629.83,0
2025-01-29 22:01:00+00:00,21629.33,21633.33,21624.83,21630.33,0
2025-01-29 22:02:00+00:00,21630.83,21633.33,21623.83,21624.83,0
2025-01-29 22:03:00+00:00,21624.33,21627.33,21617.33,21617.33,0
2025-01-29 22:04:00+00:00,21618.33,21619.33,21614.83,21617.83,0
2025-01-29 22:05:00+00:00,21617.33,21625.83,21613.83,21624.33,0
2025-01-29 22:06:00+00:00,21623.33,21623.83,21617.33,21618.33,0
2025-01-29 22:07:00+00:00,21619.33,21627.33,21618.83,21619.83,0
2025-01-29 22:08:00+00:00,21619.83,21629.33,21618.83,21623.83,0
2025-01-29 22:09:00+00:00,21623.33,21627.83,21622.83,21624.33,0
2025-01-29 22:10:00+00:00,21624.83,21636.33,21624.33,21633.83,0
2025-01-29 22:11:00+00:00,21633.33,21634.33,21626.83,21626.83,0
2025-01-29 22:12:00+00:00,21628.33,21629.83,21624.33,21628.83,0
2025-01-29 22:13:00+00:00,21629.33,21630.83,21615.33,21615.83,0
2025-01-29 22:14:00+00:00,21616.33,21622.83,21612.33,21621.83,0
2025-01-29 22:15:00+00:00,21622.33,21624.33,21619.33,21624.33,0
2025-01-29 22:16:00+00:00,21622.33,21626.33,21618.33,21618.83,0
2025-01-29 22:17:00+00:00,21619.83,21621.83,21612.33,21614.33,0
2025-01-29 22:18:00+00:00,21613.83,21622.83,21612.33,21622.83,0
2025-01-29 22:19:00+00:00,21623.33,21628.83,21621.83,21626.83,0
2025-01-29 22:20:00+00:00,21627.83,21632.83,21627.83,21628.83,0
2025-01-29 22:21:00+00:00,21629.33,21637.33,21628.83,21634.33,0
2025-01-29 22:22:00+00:00,21635.33,21643.83,21635.33,21641.33,0
2025-01-29 22:23:00+00:00,21641.83,21643.33,21640.33,21641.83,0
2025-01-29 22:24:00+00:00,21641.33,21645.83,21641.33,21642.83,0
2025-01-29 22:25:00+00:00,21643.83,21648.83,21640.33,21648.83,0
2025-01-29 22:26:00+00:00,21648.33,21652.33,21645.83,21651.33,0
2025-01-29 22:27:00+00:00,21650.33,21652.83,21643.83,21644.33,0
2025-01-29 22:28:00+00:00,21642.33,21651.33,21640.33,21648.83,0
2025-01-29 22:29:00+00:00,21649.33,21650.83,21645.83,21646.33,0
2025-01-29 22:30:00+00:00,21646.83,21650.33,21639.33,21641.83,0
2025-01-29 22:31:00+00:00,21641.33,21642.83,21640.33,21640.83,0
2025-01-29 22:32:00+00:00,21640.33,21648.33,21640.33,21645.33,0
2025-01-29 22:33:00+00:00,21644.33,21648.33,21644.33,21647.83,0
2025-01-29 22:34:00+00:00,21647.33,21647.33,21644.33,21645.33,0
2025-01-29 22:35:00+00:00,21644.83,21645.33,21639.83,21641.33,0
2025-01-29 22:36:00+00:00,21640.83,21640.83,21635.33,21637.33,0
2025-01-29 22:37:00+00:00,21636.83,21638.33,21633.33,21637.83,0
2025-01-29 22:38:00+00:00,21638.33,21638.33,21631.33,21636.33,0
2025-01-29 22:39:00+00:00,21635.33,21635.33,21630.83,21633.33,0
2025-01-29 22:40:00+00:00,21632.83,21634.83,21628.33,21631.83,0
2025-01-29 22:41:00+00:00,21631.33,21637.33,21631.33,21634.33,0
2025-01-29 22:42:00+00:00,21634.83,21636.83,21628.33,21631.33,0
2025-01-29 22:43:00+00:00,21632.33,21637.83,21630.83,21636.83,0
2025-01-29 22:44:00+00:00,21636.33,21637.33,21629.83,21631.83,0
2025-01-29 22:45:00+00:00,21632.83,21633.33,21627.83,21627.83,0
2025-01-29 22:46:00+00:00,21627.33,21629.83,21624.83,21628.33,0
2025-01-29 22:47:00+00:00,21628.83,21628.83,21624.33,21626.33,0
2025-01-29 22:48:00+00:00,21625.83,21626.83,21623.33,21625.83,0
2025-01-29 22:49:00+00:00,21625.33,21631.33,21622.33,21630.33,0
2025-01-29 22:50:00+00:00,21628.33,21639.83,21628.33,21639.33,0
2025-01-29 22:51:00+00:00,21639.83,21641.33,21633.83,21634.83,0
2025-01-29 22:52:00+00:00,21634.33,21634.33,21624.83,21627.83,0
2025-01-29 22:53:00+00:00,21628.33,21629.33,21623.83,21628.33,0
2025-01-29 22:54:00+00:00,21629.83,21635.33,21628.83,21631.83,0
2025-01-29 22:55:00+00:00,21633.83,21636.33,21627.33,21628.33,0
2025-01-29 22:56:00+00:00,21627.83,21637.83,21626.83,21637.33,0
2025-01-29 22:57:00+00:00,21636.83,21639.33,21633.33,21639.33,0
2025-01-29 22:58:00+00:00,21640.33,21643.83,21636.83,21636.83,0
2025-01-29 22:59:00+00:00,21636.83,21643.83,21631.33,21635.83,0
2025-01-29 23:00:00+00:00,21635.83,21663.24,21617.24,21619.14,0
2025-01-29 23:01:00+00:00,21618.94,21624.54,21589.34,21601.24,0
2025-01-29 23:02:00+00:00,21599.74,21600.84,21570.94,21600.34,0
2025-01-29 23:03:00+00:00,21600.34,21611.64,21591.34,21594.44,0
2025-01-29 23:04:00+00:00,21593.54,21602.44,21589.84,21602.24,0
2025-01-29 23:05:00+00:00,21602.24,21606.64,21558.54,21574.04,0
2025-01-29 23:06:00+00:00,21574.24,21598.14,21571.84,21591.64,0
2025-01-29 23:07:00+00:00,21591.84,21603.14,21582.94,21597.14,0
2025-01-29 23:08:00+00:00,21597.64,21613.54,21590.84,21605.24,0
2025-01-29 23:09:00+00:00,21605.24,21633.34,21601.94,21612.44,0
2025-01-29 23:10:00+00:00,21612.14,21631.54,21604.14,21612.54,0
2025-01-29 23:11:00+00:00,21612.34,21630.24,21611.64,21627.84,0
2025-01-29 23:12:00+00:00,21624.94,21638.44,21613.14,21613.84,0
2025-01-29 23:13:00+00:00,21613.44,21615.64,21600.34,21614.64,0
2025-01-29 23:14:00+00:00,21615.34,21632.04,21610.04,21625.44,0
2025-01-29 23:15:00+00:00,21625.74,21627.44,21613.64,21615.04,0
2025-01-29 23:16:00+00:00,21616.74,21635.54,21614.14,21628.34,0
2025-01-29 23:17:00+00:00,21629.54,21633.44,21617.64,21622.74,0
2025-01-29 23:18:00+00:00,21623.24,21623.24,21607.24,21608.44,0
2025-01-29 23:19:00+00:00,21608.64,21627.64,21608.64,21624.44,0
2025-01-29 23:20:00+00:00,21624.24,21631.24,21624.24,21628.54,0
2025-01-29 23:21:00+00:00,21628.84,21640.24,21627.34,21633.44,0
2025-01-29 23:22:00+00:00,21633.24,21653.54,21630.84,21652.64,0
2025-01-29 23:23:00+00:00,21652.84,21657.64,21646.54,21652.84,0
2025-01-29 23:24:00+00:00,21652.64,21658.14,21646.04,21652.84,0
2025-01-29 23:25:00+00:00,21653.54,21660.64,21650.64,21650.64,0
2025-01-29 23:26:00+00:00,21650.44,21659.84,21645.54,21659.34,0
2025-01-29 23:27:00+00:00,21658.84,21661.64,21651.54,21660.24,0
2025-01-29 23:28:00+00:00,21658.94,21659.44,21655.34,21658.94,0
2025-01-29 23:29:00+00:00,21658.24,21660.94,21651.94,21651.94,0
2025-01-29 23:30:00+00:00,21651.14,21652.14,21645.64,21647.54,0
2025-01-29 23:31:00+00:00,21647.04,21648.04,21638.34,21638.84,0
2025-01-29 23:32:00+00:00,21638.54,21653.34,21632.24,21652.34,0
2025-01-29 23:33:00+00:00,21651.84,21654.34,21645.84,21649.24,0
2025-01-29 23:34:00+00:00,21648.94,21657.74,21648.74,21656.04,0
2025-01-29 23:35:00+00:00,21656.04,21658.94,21655.04,21657.24,0
2025-01-29 23:36:00+00:00,21656.24,21660.14,21646.94,21649.14,0
2025-01-29 23:37:00+00:00,21649.14,21658.34,21649.14,21657.14,0
2025-01-29 23:38:00+00:00,21657.34,21657.64,21652.74,21654.24,0
2025-01-29 23:39:00+00:00,21653.44,21655.04,21641.84,21654.84,0
2025-01-29 23:40:00+00:00,21654.84,21655.54,21605.04,21639.94,0
2025-01-29 23:41:00+00:00,21639.94,21659.14,21628.44,21657.74,0
2025-01-29 23:42:00+00:00,21657.24,21663.24,21642.54,21650.04,0
2025-01-29 23:43:00+00:00,21649.84,21658.44,21640.84,21658.44,0
2025-01-29 23:44:00+00:00,21658.44,21658.74,21645.54,21646.24,0
2025-01-29 23:45:00+00:00,21645.54,21651.84,21644.54,21649.14,0
2025-01-29 23:46:00+00:00,21648.94,21656.24,21648.94,21651.34,0
2025-01-29 23:47:00+00:00,21650.84,21654.54,21644.14,21653.34,0
2025-01-29 23:48:00+00:00,21653.54,21669.04,21652.54,21666.34,0
2025-01-29 23:49:00+00:00,21665.44,21668.34,21664.74,21667.34,0
2025-01-30 01:05:00+00:00,21644.73,21649.53,21640.33,21649.33,0
2025-01-30 01:06:00+00:00,21650.03,21659.73,21640.83,21657.13,0
2025-01-30 01:07:00+00:00,21657.63,21663.03,21655.13,21660.83,0
2025-01-30 01:08:00+00:00,21660.63,21660.83,21653.63,21658.63,0
2025-01-30 01:09:00+00:00,21658.43,21658.43,21651.63,21655.03,0
2025-01-30 01:10:00+00:00,21655.33,21656.53,21651.43,21654.53,0
2025-01-30 01:11:00+00:00,21654.83,21658.63,21650.23,21652.73,0
2025-01-30 01:12:00+00:00,21652.93,21656.33,21650.23,21656.33,0
2025-01-30 01:13:00+00:00,21656.13,21658.23,21652.93,21654.83,0
2025-01-30 01:14:00+00:00,21655.13,21655.13,21645.43,21647.33,0
2025-01-30 01:15:00+00:00,21646.43,21647.33,21636.93,21642.73,0
2025-01-30 01:16:00+00:00,21643.03,21644.43,21635.73,21640.13,0
2025-01-30 01:17:00+00:00,21640.33,21650.03,21639.33,21647.13,0
2025-01-30 01:18:00+00:00,21647.63,21653.63,21647.63,21653.43,0
2025-01-30 01:19:00+00:00,21652.43,21652.43,21647.13,21647.33,0
2025-01-30 01:20:00+00:00,21648.33,21651.53,21644.73,21651.53,0
2025-01-30 01:21:00+00:00,21651.93,21654.83,21649.53,21651.03,0
2025-01-30 01:22:00+00:00,21650.73,21654.13,21649.83,21653.13,0
2025-01-30 01:23:00+00:00,21652.73,21652.73,21641.23,21642.43,0
2025-01-30 01:24:00+00:00,21642.13,21642.13,21633.63,21635.13,0
2025-01-30 01:25:00+00:00,21635.33,21638.03,21624.83,21626.23,0
2025-01-30 01:26:00+00:00,21626.23,21628.63,21624.33,21625.23,0
2025-01-30 01:27:00+00:00,21625.73,21626.93,21624.53,21625.53,0
2025-01-30 01:28:00+00:00,21626.03,21631.53,21626.03,21629.13,0
2025-01-30 01:29:00+00:00,21629.13,21630.83,21627.73,21629.63,0
2025-01-30 01:30:00+00:00,21629.83,21635.73,21629.83,21631.83,0
2025-01-30 01:31:00+00:00,21630.83,21633.63,21625.73,21633.13,0
2025-01-30 01:32:00+00:00,21632.93,21633.83,21630.43,21630.73,0
2025-01-30 01:33:00+00:00,21630.73,21632.93,21627.03,21627.03,0
2025-01-30 01:34:00+00:00,21627.53,21633.13,21626.33,21630.03,0
2025-01-30 01:35:00+00:00,21629.53,21632.13,21629.53,21629.73,0
2025-01-30 01:36:00+00:00,21628.73,21632.93,21628.53,21629.23,0
2025-01-30 01:37:00+00:00,21629.23,21635.33,21629.03,21635.33,0
2025-01-30 01:38:00+00:00,21634.83,21639.73,21633.33,21637.93,0
2025-01-30 01:39:00+00:00,21638.23,21640.63,21637.73,21638.23,0
2025-01-30 01:40:00+00:00,21637.73,21644.53,21637.73,21644.53,0
2025-01-30 01:41:00+00:00,21645.43,21647.13,21640.83,21641.83,0
2025-01-30 01:42:00+00:00,21641.63,21642.83,21638.43,21638.63,0
2025-01-30 01:43:00+00:00,21638.93,21640.63,21637.93,21637.93,0
2025-01-30 01:44:00+00:00,21637.73,21641.33,21637.73,21640.13,0
2025-01-30 01:45:00+00:00,21640.63,21649.33,21640.63,21648.83,0
2025-01-30 01:46:00+00:00,21648.63,21651.73,21647.43,21647.43,0
2025-01-30 01:47:00+00:00,21647.43,21648.43,21645.23,21647.23,0
2025-01-30 01:48:00+00:00,21647.43,21652.73,21646.03,21652.53,0
2025-01-30 01:49:00+00:00,21652.23,21652.53,21641.93,21642.43,0
2025-01-30 01:50:00+00:00,21641.73,21644.43,21641.03,21644.43,0
2025-01-30 01:51:00+00:00,21645.13,21646.13,21643.23,21643.63,0
2025-01-30 01:52:00+00:00,21643.63,21645.83,21642.43,21643.43,0
2025-01-30 01:53:00+00:00,21643.63,21645.63,21642.73,21644.13,0
2025-01-30 01:54:00+00:00,21643.63,21645.13,21643.43,21645.13,0
2025-01-30 01:55:00+00:00,21646.13,21646.63,21641.83,21645.83,0
2025-01-30 01:56:00+00:00,21646.13,21650.03,21643.53,21644.53,0
2025-01-30 01:57:00+00:00,21643.53,21645.03,21643.03,21643.03,0
2025-01-30 01:58:00+00:00,21642.53,21647.43,21642.53,21645.93,0
2025-01-30 01:59:00+00:00,21645.43,21645.73,21641.13,21641.13,0
2025-01-30 02:00:00+00:00,21641.13,21643.03,21636.73,21637.53,0
2025-01-30 02:01:00+00:00,21637.23,21639.13,21634.53,21638.93,0
2025-01-30 02:02:00+00:00,21639.13,21639.13,21635.33,21636.53,0
2025-01-30 02:03:00+00:00,21636.73,21639.13,21635.53,21639.13,0
2025-01-30 02:04:00+00:00,21638.93,21641.83,21636.73,21641.13,0
2025-01-30 02:05:00+00:00,21641.63,21645.33,21641.13,21643.13,0
2025-01-30 02:06:00+00:00,21642.83,21647.73,21642.63,21647.23,0
2025-01-30 02:07:00+00:00,21647.43,21647.43,21642.63,21646.03,0
2025-01-30 02:08:00+00:00,21646.53,21649.63,21646.53,21648.93,0
2025-01-30 02:09:00+00:00,21648.63,21651.83,21647.93,21649.43,0
2025-01-30 02:10:00+00:00,21649.63,21652.33,21647.93,21650.83,0
2025-01-30 02:11:00+00:00,21650.33,21651.43,21647.93,21651.43,0
2025-01-30 02:12:00+00:00,21651.43,21654.83,21650.43,21651.83,0
2025-01-30 02:13:00+00:00,21652.13,21654.53,21651.83,21652.33,0
2025-01-30 02:14:00+00:00,21651.83,21652.83,21651.43,21651.83,0
2025-01-30 02:16:00+00:00,21656.33,21658.83,21653.83,21658.83,0
2025-01-30 02:17:00+00:00,21659.33,21659.33,21655.33,21657.83,0
2025-01-30 02:18:00+00:00,21658.33,21659.33,21657.83,21658.83,0
2025-01-30 02:19:00+00:00,21658.33,21659.33,21657.83,21658.83,0
2025-01-30 02:20:00+00:00,21659.33,21660.83,21652.33,21653.83,0
2025-01-30 02:21:00+00:00,21653.83,21654.33,21652.83,21653.43,0
2025-01-30 02:22:00+00:00,21653.93,21653.93,21649.83,21650.93,0
2025-01-30 02:23:00+00:00,21649.93,21651.43,21646.93,21646.93,0
2025-01-30 02:24:00+00:00,21644.43,21646.83,21642.33,21646.33,0
2025-01-30 02:25:00+00:00,21646.33,21646.33,21638.83,21640.33,0
2025-01-30 02:26:00+00:00,21640.33,21643.83,21638.83,21643.83,0
2025-01-30 02:27:00+00:00,21643.33,21644.83,21643.33,21644.83,0
2025-01-30 02:28:00+00:00,21644.83,21644.93,21644.83,21644.93,0
2025-01-30 02:29:00+00:00,21644.93,21644.93,21644.43,21644.43,0
2025-01-30 02:30:00+00:00,21643.93,21644.63,21643.93,21644.63,0
2025-01-30 02:31:00+00:00,21644.13,21644.13,21642.13,21643.73,0
2025-01-30 02:32:00+00:00,21644.23,21646.23,21644.23,21645.73,0
2025-01-30 02:33:00+00:00,21647.73,21649.63,21646.63,21649.63,0
2025-01-30 02:34:00+00:00,21650.13,21650.13,21649.63,21650.13,0
2025-01-30 02:35:00+00:00,21650.63,21651.13,21650.13,21650.13,0
2025-01-30 02:36:00+00:00,21650.13,21650.23,21650.13,21650.23,0
2025-01-30 02:37:00+00:00,21650.23,21650.23,21649.23,21649.73,0
2025-01-30 02:38:00+00:00,21650.73,21651.23,21650.73,21651.23,0
2025-01-30 02:39:00+00:00,21650.73,21650.73,21650.23,21650.23,0
2025-01-30 02:40:00+00:00,21650.73,21650.73,21650.73,21650.73,0
2025-01-30 02:41:00+00:00,21650.73,21650.73,21650.73,21650.73,0
2025-01-30 02:42:00+00:00,21651.73,21651.73,21651.73,21651.73,0
2025-01-30 02:43:00+00:00,21652.73,21653.23,21652.73,21653.23,0
2025-01-30 02:44:00+00:00,21652.73,21652.73,21651.23,21651.23,0
2025-01-30 02:45:00+00:00,21650.73,21650.73,21649.23,21649.73,0
2025-01-30 02:46:00+00:00,21650.73,21652.73,21650.73,21652.73,0
2025-01-30 02:47:00+00:00,21653.73,21659.13,21653.73,21659.13,0
2025-01-30 02:48:00+00:00,21660.63,21662.03,21660.53,21661.53,0
2025-01-30 02:49:00+00:00,21662.03,21662.03,21655.53,21657.53,0
2025-01-30 02:50:00+00:00,21657.53,21659.03,21656.93,21657.43,0
2025-01-30 02:51:00+00:00,21657.43,21657.93,21656.43,21657.43,0
2025-01-30 02:52:00+00:00,21657.53,21657.53,21650.93,21651.03,0
2025-01-30 02:53:00+00:00,21650.53,21655.43,21649.93,21655.43,0
2025-01-30 02:54:00+00:00,21655.43,21656.43,21651.93,21651.93,0
2025-01-30 02:55:00+00:00,21652.93,21652.93,21647.43,21647.43,0
2025-01-30 02:56:00+00:00,21648.43,21649.93,21646.93,21649.93,0
2025-01-30 02:57:00+00:00,21649.93,21654.93,21649.93,21652.93,0
2025-01-30 02:58:00+00:00,21652.93,21652.93,21652.43,21652.43,0
2025-01-30 02:59:00+00:00,21652.43,21652.43,21650.93,21650.93,0
2025-01-30 03:00:00+00:00,21650.43,21650.43,21640.83,21643.33,0
2025-01-30 03:01:00+00:00,21644.33,21650.83,21644.33,21650.83,0
2025-01-30 03:02:00+00:00,21650.83,21651.83,21650.33,21650.33,0
2025-01-30 03:03:00+00:00,21649.83,21650.33,21649.83,21649.83,0
2025-01-30 03:04:00+00:00,21649.83,21649.83,21647.33,21647.33,0
2025-01-30 03:05:00+00:00,21647.33,21647.53,21646.83,21647.53,0
2025-01-30 03:06:00+00:00,21647.53,21649.73,21647.53,21649.73,0
2025-01-30 03:07:00+00:00,21649.73,21659.43,21649.73,21659.43,0
2025-01-30 03:08:00+00:00,21658.93,21659.43,21654.93,21656.43,0
2025-01-30 03:09:00+00:00,21656.93,21656.93,21656.43,21656.43,0
2025-01-30 03:10:00+00:00,21652.93,21654.43,21649.33,21654.33,0
2025-01-30 03:11:00+00:00,21654.33,21654.33,21652.33,21653.33,0
2025-01-30 03:12:00+00:00,21653.83,21658.83,21653.33,21658.83,0
2025-01-30 03:13:00+00:00,21658.83,21659.93,21658.33,21659.93,0
2025-01-30 03:14:00+00:00,21659.43,21660.93,21659.43,21659.93,0
2025-01-30 03:15:00+00:00,21660.03,21661.03,21660.03,21660.13,0
2025-01-30 03:16:00+00:00,21660.13,21660.23,21652.63,21653.63,0
2025-01-30 03:17:00+00:00,21654.13,21656.63,21653.13,21656.63,0
2025-01-30 03:18:00+00:00,21656.13,21656.13,21654.13,21654.13,0
2025-01-30 03:19:00+00:00,21655.63,21660.63,21655.63,21660.53,0
2025-01-30 03:20:00+00:00,21660.53,21660.53,21658.03,21659.03,0
